YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 10 07 17 00 172  2.5  3.1  0.56  4.35  3.76 999 1018.8  13.5  12.3 999.0 99.0 99.00
2006 10 07 18 00 149  1.7  2.3  0.53  4.35  3.74 999 1017.7  13.8  12.5 999.0 99.0 99.00
2006 10 07 19 00 103  2.7  3.1  0.51  4.17  3.73 999 1017.0  13.4  12.7 999.0 99.0 99.00
2006 10 07 20 00 100  3.2  3.6  0.44  4.17  3.75 999 1016.0  14.2  12.8 999.0 99.0 99.00
2006 10 07 21 00  97  3.4  3.9  0.39  4.17  3.65 999 1015.2  13.9  12.9 999.0 99.0 99.00
2006 10 07 22 00 100  4.2  4.8  0.35  4.35  3.54 999 1014.4  13.9  12.9 999.0 99.0 99.00
2006 10 07 23 00 119  3.9  4.5  0.31  4.17  3.45 999 1013.6  14.9  12.4 999.0 99.0 99.00
2006 10 08 00 00 177  6.0  7.0  0.28  4.00  3.48 999 1012.8  16.4  12.1 999.0 99.0 99.00
2006 10 08 01 00 184  4.9  6.1  0.42  2.78  3.12 999 1012.8  15.8  12.2 999.0 99.0 99.00
2006 10 08 02 00 208  4.7  5.6  0.76  3.85  3.44 999 1013.0  15.6  12.2 999.0 99.0 99.00
2006 10 08 03 00 191  5.1  5.7  0.95  5.00  3.96 999 1013.2  15.2  12.4 999.0 99.0 99.00
2006 10 08 04 00 179  5.2  5.7  1.06  5.00  4.29 999 1013.2  14.7  12.5 999.0 99.0 99.00
2006 10 08 05 00 194  5.4  6.0  1.14  5.26  4.34 999 1013.2  15.0  12.5 999.0 99.0 99.00
2006 10 08 06 00 192  5.1  5.6  1.09  5.56  4.24 999 1012.8  14.3  12.5 999.0 99.0 99.00
2006 10 08 07 00 162  4.4  5.0  1.04  5.26  4.35 999 1012.6  14.0  12.4 999.0 99.0 99.00
2006 10 08 08 00 197  4.7  5.7  0.89  5.26  4.32 999 1012.2  14.5  12.4 999.0 99.0 99.00
2006 10 08 09 00 216  8.3 10.0  0.94  5.26  4.05 999 1011.2  15.7  12.4 999.0 99.0 99.00
2006 10 08 10 00 213  7.8  9.0  1.13  5.26  4.13 999 1011.0  15.2  12.4 999.0 99.0 99.00
2006 10 08 11 00 213  9.0 10.7  1.14  5.56  4.12 999 1010.8  15.1  12.4 999.0 99.0 99.00
2006 10 08 12 00 212  9.2 10.8  1.11  5.00  4.20 999 1010.7  15.2  12.4 999.0 99.0 99.00
2006 10 08 13 00 210  9.4 11.0  1.31  5.26  4.32 999 1010.8  15.1  12.5 999.0 99.0 99.00
2006 10 08 14 00 230 10.0 11.5  1.36  5.26  4.40 999 1011.8  14.8  12.5 999.0 99.0 99.00
2006 10 08 15 00 235  9.7 11.4  1.36  5.26  4.50 999 1012.2  14.6  12.5 999.0 99.0 99.00
2006 10 08 16 00 255 11.7 14.8  1.43  5.26  4.36 999 1013.0  14.5  12.3 999.0 99.0 99.00
2006 10 08 17 00 257 11.7 14.3  1.62  5.56  4.59 999 1013.7  14.0  12.2 999.0 99.0 99.00
2006 10 08 18 00 260 12.3 14.9  1.90  5.88  4.83 999 1014.2  13.5  12.1 999.0 99.0 99.00
2006 10 08 19 00 253 12.8 15.7  2.08  5.88  4.88 999 1014.7  13.3  11.9 999.0 99.0 99.00
2006 10 08 20 00 245 12.4 14.9  2.14  6.25  5.04 999 1014.9  13.4  11.8 999.0 99.0 99.00
2006 10 08 21 00 252  9.3 10.9  2.09  6.25  4.97 999 1016.1  13.6  11.8 999.0 99.0 99.00
2006 10 08 22 00 256 10.3 12.2  1.66  5.88  4.58 999 1016.9  13.6  11.9 999.0 99.0 99.00
2006 10 08 23 00 253  7.6  8.7  1.46  5.88  4.63 999 1017.9  13.3  12.1 999.0 99.0 99.00
2006 10 09 00 00 263  6.5  7.8  1.23  5.26  4.36 999 1019.0  13.3  12.1 999.0 99.0 99.00
2006 10 09 01 00 291  8.9 10.3  1.09  5.26  4.24 999 1019.8  13.8  12.2 999.0 99.0 99.00
2006 10 09 02 00 325 13.0 15.1 99.00 99.00 99.00 999 1020.5  12.7  12.2 999.0 99.0 99.00
2006 10 09 03 00 325 11.5 13.5 99.00 99.00 99.00 999 1022.3  11.7  12.2 999.0 99.0 99.00
2006 10 09 04 00 331 10.1 12.3  1.41  5.00  4.26 999 1023.1  11.0  12.1 999.0 99.0 99.00
2006 10 09 05 00 343  9.7 12.6  1.18  5.00  4.09 999 1023.8  10.6  12.0 999.0 99.0 99.00
2006 10 09 06 00 358  8.4 10.5  1.13  5.00  4.12 999 1024.9  10.2  11.8 999.0 99.0 99.00
2006 10 09 07 00  10  9.4 11.1  0.98  5.00  4.00 999 1025.5   9.7  11.8 999.0 99.0 99.00
2006 10 09 08 00  16  8.3 10.4  0.99  4.17  3.92 999 1026.5   9.1  11.9 999.0 99.0 99.00
2006 10 09 09 00  13  8.2 10.6  1.06  4.35  3.95 999 1027.2   8.4  12.1 999.0 99.0 99.00
2006 10 09 10 00  22  7.9  9.8  0.97  4.76  3.99 999 1028.1   8.1  12.2 999.0 99.0 99.00
2006 10 09 11 00  25  8.3  9.9  1.01  5.00  3.95 999 1028.8   7.4  12.2 999.0 99.0 99.00
2006 10 09 12 00  22  7.3  9.7  0.96  4.55  3.99 999 1029.5   6.8  12.1 999.0 99.0 99.00
2006 10 09 13 00  28  7.7  9.5  0.88  4.55  3.94 999 1030.2   6.5  11.9 999.0 99.0 99.00
2006 10 09 14 00  27  7.8 10.3  0.90  4.76  3.97 999 1030.9   6.2  11.7 999.0 99.0 99.00
2006 10 09 15 00  36  7.3  8.8  0.96  4.76  4.04 999 1031.5   5.9  11.2 999.0 99.0 99.00
2006 10 09 16 00  38  7.1  8.9  0.95  4.76  4.06 999 1031.7   6.1  11.2 999.0 99.0 99.00
2006 10 09 17 00  56  5.8  7.3  0.84  4.76  4.01 999 1031.8   6.0  11.5 999.0 99.0 99.00
2006 10 09 18 00  48  4.3  5.6  0.80  4.55  3.97 999 1031.7   6.0  11.7 999.0 99.0 99.00
2006 10 09 19 00  68  2.4  3.4  0.72  4.17  3.83 999 1031.5   6.3  11.7 999.0 99.0 99.00
2006 10 09 20 00  49  0.5  1.0  0.59  3.85  3.66 999 1031.0   6.5  11.8 999.0 99.0 99.00
2006 10 09 21 00 179  1.4  2.1  0.45  3.70  3.66 999 1030.4   6.9  11.7 999.0 99.0 99.00
2006 10 09 22 00 217  1.9  2.8  0.39  3.85  3.61 999 1030.0   7.1  11.7 999.0 99.0 99.00
2006 10 09 23 00 225  1.5  2.3  0.31  3.57  3.62 999 1029.5   7.2  11.9 999.0 99.0 99.00
2006 10 10 00 00 235  2.0  3.2  0.28  4.35  3.78 999 1029.3   7.1  12.0 999.0 99.0 99.00
2006 10 10 01 00 281  2.8  3.7  0.25  3.45  3.81 999 1029.4   7.5  12.0 999.0 99.0 99.00
2006 10 10 02 00 276  4.1  5.0  0.22  4.76  3.95 999 1029.1   7.7  12.0 999.0 99.0 99.00
2006 10 10 03 00 265  4.5  5.6  0.20  4.76  4.06 999 1028.7   8.3  12.0 999.0 99.0 99.00
2006 10 10 04 00 281  5.2  6.3  0.19  4.17  3.63 999 1028.2   8.6  11.9 999.0 99.0 99.00
2006 10 10 05 00 288  4.4  5.3  0.23  2.50  3.22 999 1027.7   9.1  11.7 999.0 99.0 99.00
2006 10 10 06 00 300  3.7  5.1  0.18  4.55  3.58 999 1027.5   9.3  11.4 999.0 99.0 99.00
2006 10 10 07 00 354  4.2  5.2  0.18  4.55  3.64 999 1027.5   9.0  11.3 999.0 99.0 99.00
2006 10 10 08 00  18  2.2  3.5  0.26  2.63  3.10 999 1027.1   8.6  11.5 999.0 99.0 99.00
2006 10 10 09 00   2  1.1  1.7  0.26  2.78  3.00 999 1026.4   8.5  11.6 999.0 99.0 99.00
2006 10 10 10 00 276  1.3  2.3  0.29  3.45  3.10 999 1025.6   8.4  11.6 999.0 99.0 99.00
2006 10 10 11 00 283  1.9  3.2  0.25  3.03  3.07 999 1025.0   8.3  11.6 999.0 99.0 99.00
2006 10 10 12 00 222  2.5  3.3  0.17  2.86  3.04 999 1024.2   8.3  11.6 999.0 99.0 99.00
2006 10 10 13 00 228  3.4  4.5  0.00  0.00  0.00 999 1023.8   8.5  11.5 999.0 99.0 99.00
2006 10 10 14 00 232  2.9  3.9  0.00  0.00  0.00 999 1023.3   8.7  11.3 999.0 99.0 99.00
2006 10 10 15 00 235  4.3  5.4  0.00  0.00  0.00 999 1022.6   8.8  11.6 999.0 99.0 99.00
2006 10 10 16 00 241  5.7  7.9  0.18  2.50  2.91 999 1021.7   8.9  12.0 999.0 99.0 99.00
2006 10 10 17 00 224  6.3  7.7  0.31  2.63  2.94 999 1020.3   9.5  12.6 999.0 99.0 99.00
2006 10 10 18 00 211  7.4  8.7  0.53  3.70  3.19 999 1018.4   8.8  12.1 999.0 99.0 99.00
2006 10 10 19 00 210  8.0  9.3  0.66  3.57  3.33 999 1016.7   8.7  12.0 999.0 99.0 99.00
2006 10 10 20 00 207  7.2  8.8  0.81  4.00  3.49 999 1015.0   8.8  11.8 999.0 99.0 99.00
2006 10 10 21 00 220  7.2  8.6  0.68  3.85  3.44 999 1013.5   9.4  11.3 999.0 99.0 99.00
2006 10 10 22 00 218  6.7  7.4  0.64  3.85  3.37 999 1011.6  10.1  11.6 999.0 99.0 99.00
2006 10 10 23 00 204  6.7  8.1  0.65  3.85  3.44 999 1010.1  10.4  11.7 999.0 99.0 99.00
2006 10 11 00 00 168  6.3  7.6  0.62  4.00  3.44 999 1008.9  10.0  11.8 999.0 99.0 99.00
2006 10 11 01 00 167  6.3  7.5  0.54  3.85  3.49 999 1007.9  10.0  11.7 999.0 99.0 99.00
2006 10 11 02 00 193  7.5  9.5  0.53  4.00  3.38 999 1006.3  10.6  11.6 999.0 99.0 99.00
2006 10 11 03 00 237 11.1 14.0  1.05  4.17  3.76 999 1005.0  10.5  11.8 999.0 99.0 99.00
2006 10 11 04 00 239 11.1 13.2  1.36  4.55  4.14 999 1004.2   8.7  11.9 999.0 99.0 99.00
2006 10 11 05 00 213  8.3  9.9  1.61  5.26  4.62 999 1003.0   8.4  11.6 999.0 99.0 99.00
2006 10 11 06 00 218 10.6 13.7  1.57  5.56  4.65 999 1001.2   8.5  11.4 999.0 99.0 99.00
2006 10 11 07 00 226 11.9 15.2  1.80  5.56  4.78 999  999.6   8.2  11.4 999.0 99.0 99.00
2006 10 11 08 00 220 11.0 13.3  2.01  6.25  4.92 999  998.3   7.8  11.6 999.0 99.0 99.00
2006 10 11 09 00 218 11.7 14.0  1.99  5.88  4.84 999  997.0   7.8  11.7 999.0 99.0 99.00
2006 10 11 10 00 229 11.3 13.9  1.98  5.88  4.86 999  996.2   7.4  11.6 999.0 99.0 99.00
2006 10 11 11 00 226 11.2 14.4  1.91  5.88  4.78 999  994.8   7.5  11.5 999.0 99.0 99.00
2006 10 11 12 00 243 11.4 13.4  1.85  5.88  4.76 999  993.7   7.1  11.2 999.0 99.0 99.00
2006 10 11 13 00 323  8.0  9.7  1.70  5.56  4.69 999  993.2   6.3  11.3 999.0 99.0 99.00
2006 10 11 14 00 345 10.3 11.9  1.47  5.26  4.45 999  992.8   5.3  11.4 999.0 99.0 99.00
2006 10 11 15 00 356 12.0 13.7  1.42  4.00  4.04 999  992.7   4.3  11.4 999.0 99.0 99.00
2006 10 11 16 00 353 12.0 14.1  1.75  4.76  4.33 999  993.2   3.3  11.3 999.0 99.0 99.00
2006 10 11 17 00 351 13.2 16.3 99.00 99.00 99.00 999  993.6   2.5  11.0 999.0 99.0 99.00
2006 10 11 18 00 339 12.2 16.2  2.22  5.56  4.85 999  994.4   2.0  10.8 999.0 99.0 99.00
2006 10 11 19 00 331 11.8 14.5  2.05  5.56  4.69 999  994.8   2.3  11.0 999.0 99.0 99.00
2006 10 11 20 00 327 12.9 15.2  2.11  5.88  4.81 999  995.2   2.2  11.1 999.0 99.0 99.00
2006 10 11 21 00 323 12.2 14.5 99.00 99.00 99.00 999  995.7   2.2  11.1 999.0 99.0 99.00
2006 10 11 22 00 325 12.2 15.0  2.19  5.88  5.06 999  996.0   2.7  11.1 999.0 99.0 99.00
2006 10 11 23 00 319 12.4 15.6 99.00 99.00 99.00 999  996.2   2.8  11.3 999.0 99.0 99.00
2006 10 12 00 00 329 13.1 16.1  2.16  5.88  5.02 999  996.6   2.5  11.3 999.0 99.0 99.00
2006 10 12 01 00 317 13.1 16.1  1.93  5.56  4.89 999  996.7   2.3 999.0 999.0 99.0 99.00
2006 10 12 02 00 318 13.5 16.6  1.98  5.88  5.02 999  996.9   1.9  11.4 999.0 99.0 99.00
2006 10 12 03 00 313 12.5 15.7 99.00 99.00 99.00 999  996.8   2.0  11.4 999.0 99.0 99.00
2006 10 12 04 00 318 12.2 99.0 99.00 99.00 99.00 999 9999.0   1.8 999.0 999.0 99.0 99.00
2006 10 12 05 00 323 12.1 14.2  1.88  5.88  4.67 999  996.9   1.3  11.2 999.0 99.0 99.00
2006 10 12 06 00 328 10.8 13.1  1.84  5.88  4.59 999  996.7   1.0  11.0 999.0 99.0 99.00
2006 10 12 07 00 313 10.6 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2006 10 12 08 00 310 10.6 12.9  1.77  5.88  4.58 999  996.2   0.4  10.8 999.0 99.0 99.00
2006 10 12 09 00 294 11.0 13.4  1.86  5.88  4.70 999  995.9   0.5  10.8 999.0 99.0 99.00
2006 10 12 10 00 296 12.2 15.8  2.16  6.25  4.94 999  996.0   0.0  10.8 999.0 99.0 99.00
2006 10 12 11 00 305 12.3 15.4  2.28  6.67  5.10 999  996.1  -0.3  10.9 999.0 99.0 99.00
2006 10 12 12 00 310 10.6 14.6  2.08  6.25  5.07 999  995.5  -0.1  10.9 999.0 99.0 99.00
2006 10 12 13 00 287 12.5 16.0  1.81  5.88  4.88 999  994.7   0.4  10.9 999.0 99.0 99.00
2006 10 12 14 00 286 12.2 15.2  1.94  6.25  4.89 999  994.1   0.5  11.0 999.0 99.0 99.00
2006 10 12 15 00 282 13.2 16.2  2.05  6.25  4.90 999  993.6   0.5  11.1 999.0 99.0 99.00
2006 10 12 16 00 267 12.9 16.9  2.27  6.25  5.25 999  993.0   0.8  11.1 999.0 99.0 99.00
2006 10 12 17 00 266 13.5 16.2  2.22  6.25  5.04 999  992.4   1.2  11.1 999.0 99.0 99.00
2006 10 12 18 00 259 14.3 17.5  2.51  6.67  5.28 999  991.4   1.7  11.0 999.0 99.0 99.00
2006 10 12 19 00 271 14.5 17.4  2.82  6.67  5.47 999  990.8   1.5  11.0 999.0 99.0 99.00
2006 10 12 20 00 273 13.8 17.5 99.00 99.00 99.00 999  990.1   1.8  10.9 999.0 99.0 99.00
2006 10 12 21 00 282 14.8 18.1  2.74  6.67  5.30 999  989.6   1.9  10.9 999.0 99.0 99.00
2006 10 12 22 00 280 14.6 19.3  2.73  6.67  5.28 999  988.9   3.0  10.8 999.0 99.0 99.00
2006 10 12 23 00 290 15.5 18.0  2.91  7.14  5.32 999  988.6   3.5  10.6 999.0 99.0 99.00
2006 10 13 00 00 282 16.2 20.3  3.30  7.14  5.67 999  987.9   3.7  10.3 999.0 99.0 99.00
2006 10 13 01 00 278 16.4 19.6  3.19  7.14  5.68 999  987.0   4.2  10.1 999.0 99.0 99.00
2006 10 13 02 00 277 17.0 20.6  3.35  7.69  5.84 999  986.0   4.5  10.0 999.0 99.0 99.00
2006 10 13 03 00 273 17.4 21.9  3.54  7.69  6.03 999  984.8   4.9  10.0 999.0 99.0 99.00
2006 10 13 04 00 274 17.8 22.0  4.05  7.69  6.48 999  984.0   5.1   9.9 999.0 99.0 99.00
2006 10 13 05 00 279 17.0 20.2  3.38  7.69  6.06 999  983.6   5.3   9.8 999.0 99.0 99.00
2006 10 13 06 00 278 16.5 21.7  3.51  7.69  6.25 999  982.9   5.1   9.8 999.0 99.0 99.00
2006 10 13 07 00 279 16.6 21.4  3.52  7.69  6.25 999  982.7   5.0   9.8 999.0 99.0 99.00
2006 10 13 08 00 281 16.4 20.1  3.41  7.69  6.05 999  982.4   4.9   9.7 999.0 99.0 99.00
2006 10 13 09 00 282 16.1 20.3  3.28  7.69  6.00 999  982.6   4.8   9.7 999.0 99.0 99.00
2006 10 13 10 00 285 15.4 18.0  3.17  7.14  5.80 999  983.0   4.8   9.7 999.0 99.0 99.00
2006 10 13 11 00 293 15.2 19.2  2.94  7.14  5.67 999  983.7   4.8   9.6 999.0 99.0 99.00
2006 10 13 12 00 298 15.6 19.6 99.00 99.00 99.00 999  984.1   4.6   9.6 999.0 99.0 99.00
2006 10 13 13 00 301 14.3 18.5  2.61  6.67  5.35 999  985.2   4.7   9.6 999.0 99.0 99.00
2006 10 13 14 00 297 15.9 18.8  2.56  6.67  5.14 999  985.5   4.4   9.5 999.0 99.0 99.00
2006 10 13 15 00 301 16.1 19.4  3.29  6.67  5.72 999  986.2   4.2   9.5 999.0 99.0 99.00
2006 10 13 16 00 302 15.5 19.9  3.16  7.69  5.74 999  987.1   4.3   9.5 999.0 99.0 99.00
2006 10 13 17 00 302 15.6 19.4  2.75  7.14  5.50 999  987.9   4.2   9.4 999.0 99.0 99.00
2006 10 13 18 00 299 14.9 17.9  2.66  7.14  5.43 999  989.1   4.3   9.4 999.0 99.0 99.00
2006 10 13 19 00 295 13.5 16.6  2.56  7.14  5.47 999  989.8   4.6   9.4 999.0 99.0 99.00
2006 10 13 20 00 293 13.4 17.4  2.61  7.14  5.38 999  991.1   4.7   9.4 999.0 99.0 99.00
2006 10 13 21 00 292 13.1 15.7  2.40  6.67  5.30 999  992.4   4.0   9.4 999.0 99.0 99.00
2006 10 13 22 00 301 13.4 16.1  2.21  6.67  5.15 999  993.2   4.4   9.3 999.0 99.0 99.00
2006 10 13 23 00 299 13.0 16.3  2.26  6.25  5.08 999  994.4   4.3   9.3 999.0 99.0 99.00
2006 10 14 00 00 307 13.5 16.6  2.14  6.25  5.02 999  995.6   4.0   9.3 999.0 99.0 99.00
2006 10 14 01 00 320 13.1 17.2  2.08  6.25  4.97 999  997.0   3.8   9.3 999.0 99.0 99.00
2006 10 14 02 00 329 12.5 15.8  1.93  5.00  4.67 999  998.4   3.0   9.2 999.0 99.0 99.00
2006 10 14 03 00 330 12.5 14.8  1.98  5.00  4.76 999  999.7   3.1   9.2 999.0 99.0 99.00
2006 10 14 04 00 337 12.9 15.3  1.88  5.00  4.51 999 1000.9   2.5   9.2 999.0 99.0 99.00
2006 10 14 05 00 335 10.9 13.7  1.79  5.00  4.58 999 1002.0   3.0   9.1 999.0 99.0 99.00
2006 10 14 06 00 319 12.7 15.7  1.73  5.00  4.45 999 1002.7   2.9   9.1 999.0 99.0 99.00
2006 10 14 07 00 321 12.1 15.3  1.75  5.00  4.44 999 1004.0   2.8   9.1 999.0 99.0 99.00
2006 10 14 08 00 303 10.5 13.3  1.53  4.76  4.32 999 1004.9   3.1   9.1 999.0 99.0 99.00
2006 10 14 09 00 303 11.1 13.2  1.51  5.00  4.21 999 1005.2   2.9   9.1 999.0 99.0 99.00
2006 10 14 10 00 299  9.8 12.6  1.50  5.00  4.27 999 1006.1   2.8   9.0 999.0 99.0 99.00
2006 10 14 11 00 293 11.3 14.0  1.49  5.26  4.27 999 1005.9   3.3   9.0 999.0 99.0 99.00
2006 10 14 12 00 291 11.7 15.3  1.63  5.26  4.49 999 1005.9   3.5   9.0 999.0 99.0 99.00
2006 10 14 13 00 280 12.6 16.6  1.61  5.26  4.50 999 1005.7   3.6   9.0 999.0 99.0 99.00
2006 10 14 14 00 302 13.2 15.5  1.80  5.56  4.67 999 1006.3   3.1   9.0 999.0 99.0 99.00
2006 10 14 15 00 301 12.8 16.5  1.90  5.88  4.75 999 1006.5   3.4   9.0 999.0 99.0 99.00
2006 10 14 16 00 304 12.4 15.6  2.03  6.25  4.85 999 1007.0   3.6   9.0 999.0 99.0 99.00
2006 10 14 17 00 297 12.9 15.9  2.02  5.88  4.81 999 1007.4   4.2   9.1 999.0 99.0 99.00
2006 10 14 18 00 291 12.4 15.4  2.15  6.25  4.93 999 1007.8   4.6   9.0 999.0 99.0 99.00
2006 10 14 19 00 296 13.6 16.6  2.36  6.25  5.19 999 1008.6   5.2   9.4 999.0 99.0 99.00
2006 10 14 20 00 304 13.6 17.2  2.62  6.67  5.36 999 1008.8   5.8   9.4 999.0 99.0 99.00
2006 10 14 21 00 285 12.4 15.0  2.29  6.25  5.24 999 1008.6   5.8   9.1 999.0 99.0 99.00
2006 10 14 22 00 292 10.3 12.9  2.02  6.67  5.00 999 1009.1   6.1   9.0 999.0 99.0 99.00
2006 10 14 23 00 295 10.9 13.4  1.90  6.25  4.91 999 1009.2   6.5   9.0 999.0 99.0 99.00
2006 10 15 00 00 295 11.4 14.1  1.94  6.25  4.88 999 1009.5   6.7   9.0 999.0 99.0 99.00
2006 10 15 01 00 293 12.2 15.1  1.87  6.25  4.82 999 1010.0   6.6   9.0 999.0 99.0 99.00
2006 10 15 02 00 292 11.5 14.9  1.77  6.25  4.71 999 1010.5   6.5   9.0 999.0 99.0 99.00
2006 10 15 03 00 300 11.4 13.5  1.61  5.88  4.52 999 1010.6   6.2   9.0 999.0 99.0 99.00
2006 10 15 04 00 298 11.4 14.4  1.58  5.56  4.50 999 1010.8   6.1   9.0 999.0 99.0 99.00
2006 10 15 05 00 300 10.4 12.3  1.39  5.56  4.39 999 1011.0   5.7   8.9 999.0 99.0 99.00
2006 10 15 06 00 298  9.0 11.0  1.29  5.26  4.28 999 1011.2   5.6   8.9 999.0 99.0 99.00
2006 10 15 07 00 292  8.1  9.6  1.15  5.26  4.11 999 1011.6   5.5   8.9 999.0 99.0 99.00
2006 10 15 08 00 283  7.7  9.3  1.03  5.26  4.08 999 1011.6   5.6   8.9 999.0 99.0 99.00
2006 10 15 09 00 282  7.5  8.9  0.90  4.76  3.92 999 1011.6   6.0   8.9 999.0 99.0 99.00
2006 10 15 10 00 284  6.9  8.3  0.82  4.76  3.79 999 1011.4   6.2   8.9 999.0 99.0 99.00
2006 10 15 11 00 262  6.7  9.1  0.74  4.55  3.63 999 1011.4   6.6   8.8 999.0 99.0 99.00
2006 10 15 12 00 263  7.9  9.3  0.74  4.55  3.61 999 1011.5   6.7   8.8 999.0 99.0 99.00
2006 10 15 13 00 257  8.3 10.1  0.87  4.17  3.64 999 1011.7   6.9   8.8 999.0 99.0 99.00
2006 10 15 14 00 251  8.3  9.8  0.98  4.35  3.84 999 1012.0   6.9   8.8 999.0 99.0 99.00
2006 10 15 15 00 252  8.7  9.9  1.12  4.76  3.94 999 1012.3   7.1   8.8 999.0 99.0 99.00
2006 10 15 16 00 236 10.0 11.4  1.19  4.76  3.98 999 1012.2   6.8   8.9 999.0 99.0 99.00
2006 10 15 17 00 250  8.7 10.4  1.22  4.55  4.15 999 1012.6   7.5   9.5 999.0 99.0 99.00
2006 10 15 18 00 246  8.6 10.3  1.21  4.76  4.15 999 1012.4   7.9   9.5 999.0 99.0 99.00
2006 10 15 19 00 244  9.6 11.1  1.26  5.00  4.29 999 1011.6   8.1   9.3 999.0 99.0 99.00
2006 10 15 20 00 243  9.1 10.6  1.31  5.00  4.28 999 1011.4   8.4   9.1 999.0 99.0 99.00
2006 10 15 21 00 240  7.2  8.6  1.21  5.26  4.28 999 1011.2   9.0   9.1 999.0 99.0 99.00
2006 10 15 22 00 211  5.8  7.0  1.09  4.76  4.25 999 1011.2   8.9   9.1 999.0 99.0 99.00
2006 10 15 23 00 198  5.0  5.9  0.94  5.00  4.20 999 1011.0   9.0   9.1 999.0 99.0 99.00
2006 10 16 00 00 188  4.2  5.1  0.87  5.26  4.18 999 1011.2   9.0   9.1 999.0 99.0 99.00
2006 10 16 01 00 167  4.7  5.6  0.72  5.00  3.99 999 1011.3   9.0   9.1 999.0 99.0 99.00
2006 10 16 02 00 154  4.1  4.6  0.57  4.76  3.89 999 1011.3   9.2   9.1 999.0 99.0 99.00
2006 10 16 03 00 151  4.7  5.4  0.51  4.55  3.79 999 1011.1   9.0   9.0 999.0 99.0 99.00
2006 10 16 04 00 157  5.4  6.2  0.39  4.17  3.58 999 1010.6   9.0   9.0 999.0 99.0 99.00
2006 10 16 05 00 156  5.3  5.8  0.32  4.00  3.40 999 1010.9   9.0   9.0 999.0 99.0 99.00
2006 10 16 06 00 163  4.5  5.2  0.30  3.70  3.16 999 1011.0   9.2   9.0 999.0 99.0 99.00
2006 10 16 07 00 168  4.5  5.2  0.26  2.56  2.98 999 1010.9   9.5   9.0 999.0 99.0 99.00
2006 10 16 08 00 157  3.4  4.1  0.24  2.70  2.94 999 1010.6   9.0   9.0 999.0 99.0 99.00
2006 10 16 09 00 173  3.4  3.8  0.26  2.63  2.88 999 1010.6   9.2   9.0 999.0 99.0 99.00
2006 10 16 10 00 151  3.1  3.5  0.27  2.94  2.99 999 1010.2   8.9   9.0 999.0 99.0 99.00
2006 10 16 11 00 165  4.0  4.7  0.35  3.45  3.18 999 1010.4   8.7   9.0 999.0 99.0 99.00
2006 10 16 12 00 166  4.0  4.7  0.37  3.45  3.23 999 1010.4   9.1   9.0 999.0 99.0 99.00
2006 10 16 13 00 147  4.7  5.5  0.32  3.33  3.16 999 1010.7   8.5   9.0 999.0 99.0 99.00
2006 10 16 14 00 126  4.3  5.1  0.29  3.33  3.08 999 1009.9   8.2   9.0 999.0 99.0 99.00
2006 10 16 15 00 140  5.9  6.6  0.28  3.13  3.02 999 1009.9   8.1   9.0 999.0 99.0 99.00
2006 10 16 16 00 131  6.2  7.4  0.38  3.23  3.00 999 1009.5   8.2   9.0 999.0 99.0 99.00
2006 10 16 17 00 119  6.0  6.8  0.45  3.57  3.10 999 1009.0   8.3   9.0 999.0 99.0 99.00
2006 10 16 19 00 113  4.4  5.0  0.54  3.70  3.29 999 1007.9   8.5   8.9 999.0 99.0 99.00
2006 10 16 20 00 122  6.4  7.3  0.47  3.57  3.28 999 1007.3   8.3   8.9 999.0 99.0 99.00
2006 10 16 21 00 138  5.9  6.9  0.53  3.70  3.26 999 1007.4   7.9   8.9 999.0 99.0 99.00
2006 10 16 22 00 134  5.2  6.1  0.53  3.70  3.32 999 1006.9   8.0   8.9 999.0 99.0 99.00
2006 10 16 23 00 121  6.2  7.3  0.54  3.57  3.35 999 1006.3   7.9   8.9 999.0 99.0 99.00
2006 10 17 00 00 120  6.1  6.8  0.52  3.70  3.36 999 1005.7   8.2   8.9 999.0 99.0 99.00
2006 10 17 01 00 131  8.2 10.3  0.52  3.70  3.32 999 1005.3   8.7   8.9 999.0 99.0 99.00
2006 10 17 02 00 139  7.9  9.4  0.63  3.57  3.33 999 1005.2   8.9   8.9 999.0 99.0 99.00
2006 10 17 03 00 136  6.6  7.3  0.58  3.70  3.37 999 1005.1   9.1   9.0 999.0 99.0 99.00
2006 10 17 04 00 135  6.8  7.8  0.56  3.45  3.34 999 1004.8   9.0   9.0 999.0 99.0 99.00
2006 10 17 05 00 130  6.2  7.1  0.59  3.57  3.32 999 1004.4   8.9   9.0 999.0 99.0 99.00
2006 10 17 06 00 132  5.5  6.5  0.47  3.33  3.23 999 1004.1   8.9   9.0 999.0 99.0 99.00
2006 10 17 07 00 122  5.3  6.0  0.41  3.33  3.20 999 1003.5   8.8   8.9 999.0 99.0 99.00
2006 10 17 08 00 120  5.3  6.2  0.44  3.33  3.25 999 1003.2   8.8   8.9 999.0 99.0 99.00
2006 10 17 09 00 123  5.6  6.3  0.38  3.13  3.22 999 1002.7   8.9   8.9 999.0 99.0 99.00
2006 10 17 10 00 126  5.1  5.8  0.38  3.03  3.30 999 1002.2   8.8   8.8 999.0 99.0 99.00
